"STATISTIC","Statistic Label","TLIST(M1)","Month","C01409V03262","Type of Material","UNIT","VALUE"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","70372","Copper pipes and fittings","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","704","Plaster","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","705","Paints, oils and varnishes","Base 2015=100","101.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","706","Glass","Base 2015=100","96"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","708","All other metal fittings","Base 2015=100","104.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201702","2017 February","709","All other products","Base 2015=100","101.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","-","Materials","Base 2015=100","102.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","601","Stone, sand and gravel","Base 2015=100","104.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","60161","Sand and gravel","Base 2015=100","117.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","60162","Stone","Base 2015=100","101.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","621","Ready mixed mortar and concrete","Base 2015=100","100.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","631","Concrete blocks and bricks","Base 2015=100","101.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","64","Other concrete products including precast","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","64261","Other concrete products (excluding precast concrete)","Base 2015=100","98.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","64262","Precast concrete","Base 2015=100","104.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","65","Structural steel and reinforcing metal","Base 2015=100","106.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","651","Structural steel","Base 2015=100","111"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","65161","Other structural steel","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","65162","Structural steel fabricated metal","Base 2015=100","112.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","652","Reinforcing metal","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","653","Other steel products","Base 2015=100","98.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","661","Rough timber (including plain sawn)","Base 2015=100","101.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","66161","Rough timber (softwood)","Base 2015=100","101.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","671","Machined, treated engineered timber","Base 2015=100","98"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","67161","Other treated timber","Base 2015=100","95.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","67162","Wooden windows and doors","Base 2015=100","100.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","102.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","681","Bituminous macadam and asphalt","Base 2015=100","102.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","682","Bituminous emulsions","Base 2015=100","96.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","691","Electrical fittings","Base 2015=100","102.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","69162","Lighting equipment","Base 2015=100","107.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","69163","Protection and communication equipment","Base 2015=100","100.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","70","All other materials","Base 2015=100","103.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","700","Plumbing materials including sanitary ware","Base 2015=100","100.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","701","HVAC (heating and ventilation equipment)","Base 2015=100","100.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","702","Insulating materials","Base 2015=100","101.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","703","Pipes and fittings","Base 2015=100","101.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","70371","PVC pipes and fittings","Base 2015=100","105.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","70372","Copper pipes and fittings","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","704","Plaster","Base 2015=100","104.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","705","Paints, oils and varnishes","Base 2015=100","101.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","706","Glass","Base 2015=100","114.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","708","All other metal fittings","Base 2015=100","105.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201703","2017 March","709","All other products","Base 2015=100","106.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","-","Materials","Base 2015=100","103"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","601","Stone, sand and gravel","Base 2015=100","107.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","60161","Sand and gravel","Base 2015=100","123.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","60162","Stone","Base 2015=100","104.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","611","Cement","Base 2015=100","104.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","621","Ready mixed mortar and concrete","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","631","Concrete blocks and bricks","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","64","Other concrete products including precast","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","64261","Other concrete products (excluding precast concrete)","Base 2015=100","98.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","64262","Precast concrete","Base 2015=100","104.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","65","Structural steel and reinforcing metal","Base 2015=100","107.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","651","Structural steel","Base 2015=100","111.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","65161","Other structural steel","Base 2015=100","99.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","65162","Structural steel fabricated metal","Base 2015=100","112.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","652","Reinforcing metal","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","653","Other steel products","Base 2015=100","98.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","661","Rough timber (including plain sawn)","Base 2015=100","101.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","66161","Rough timber (softwood)","Base 2015=100","101.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201704","2017 April","671","Machined, treated engineered timber","Base 2015=100","98"
